# k[Mpc^-1]  P(k)[uK^2 Mpc^3]  sigmaP(k)[uK^2 Mpc^3]  Pnoise(k)[uK^2 Mpc^3]  Nmodes(k)  fres(k)
1.983972352248706494e+00 2.352830275780467275e+02 3.093749874170486500e+15 2.083549317142130167e+04 1.626274530435092311e+04 5.340702732418625299e-14
2.045017655394820721e+00 2.334814234981400602e+02 1.609726808312948000e+16 2.083549317142130167e+04 1.727892631271746723e+04 9.957099485150073012e-15
2.106062958540934282e+00 2.300704658813364745e+02 8.783678856208004800e+16 2.083549317142130167e+04 1.832590068497389439e+04 1.771593060573717928e-15
2.167108261687048731e+00 2.262245395314039911e+02 5.026891915107365120e+17 2.083549317142130167e+04 1.940366842112024096e+04 3.007823290828566082e-16
2.228153564833162292e+00 2.271722408391080705e+02 3.018184333320211968e+18 2.083549317142130167e+04 2.051222952115645967e+04 4.872604194594377380e-17
2.289198867979276741e+00 2.244672706479473163e+02 1.900451999108312678e+19 2.083549317142130167e+04 2.165158398508259052e+04 7.531054826348610095e-18
2.350244171125391190e+00 2.209387512594207976e+02 1.255183124669317120e+20 2.083549317142130167e+04 2.282173181289861532e+04 1.110461203442485581e-18
2.411289474271504751e+00 2.207533366069442877e+02 8.697573668819446006e+20 2.083549317142130167e+04 2.402267300460451952e+04 1.561968155566977268e-19
2.472334777417619200e+00 2.204890965950741304e+02 6.322306470358742467e+21 2.083549317142130167e+04 2.525440756020033587e+04 2.095710887136137740e-20
2.533380080563732761e+00 2.115286860074669164e+02 4.819235946133150761e+22 2.083549317142130167e+04 2.651693547968603161e+04 2.681950738587146440e-21
2.594425383709847210e+00 2.137372085678553333e+02 3.855964712332124184e+23 2.083549317142130167e+04 2.781025676306163587e+04 3.273412008570661033e-22
2.655470686855960771e+00 2.109327364817493446e+02 3.236116218033902713e+24 2.083549317142130167e+04 2.913437141032712316e+04 3.810231987191656027e-23
2.716515990002075220e+00 2.110388693774285400e+02 2.849924960313417696e+25 2.083549317142130167e+04 3.048927942148252623e+04 4.229349152042093890e-24
2.777561293148188781e+00 2.064298410167781981e+02 2.632830754699244684e+26 2.083549317142130167e+04 3.187498079652779779e+04 4.476488972491099859e-25
2.838606596294303230e+00 2.076759127839133043e+02 2.552882652599870848e+27 2.083549317142130167e+04 3.329147553546298877e+04 4.517662368994646356e-26
2.899651899440416791e+00 2.085333232645246540e+02 2.597461060128655988e+28 2.083549317142130167e+04 3.473876363828805188e+04 4.346829597416169340e-27
2.960697202586531240e+00 2.057089256270142243e+02 2.772879191904072471e+29 2.083549317142130167e+04 3.621684510500302713e+04 3.987349379745450789e-28
3.021742505732645689e+00 2.059177988597165836e+02 3.106970343764505683e+30 2.083549317142130167e+04 3.772571993560790725e+04 3.486735333608129975e-29
